-7.8315e-11	7.8315e-11	1.8907e-10	1.8045e-10	7.8493e-11	-5.3095e-13	-1.8478e-11	-1.5081e-11	-9.3657e-12	-5.3662e-12	-3.0247e-12	-1.7232e-12	-1.0035e-12	-5.9937e-13	-3.6708e-13	-2.3004e-13	-1.471e-13	-9.5682e-14	-6.3119e-14	-4.21e-14	-2.8305e-14	-1.9121e-14	-1.2932e-14	-8.7221e-15	-5.8355e-15	-3.8465e-15	-2.4725e-15	-1.5243e-15	-8.7309e-16	-4.3075e-16	-1.3613e-16	5.3513e-17	1.6825e-16	2.2941e-16	2.5221e-16	2.4761e-16	2.2352e-16	1.8575e-16	1.3861e-16	8.5415e-17	0	-0
-7.8315e-11	7.8315e-11	1.8907e-10	1.8045e-10	7.8493e-11	-5.3095e-13	-1.8478e-11	-1.5081e-11	-9.3657e-12	-5.3662e-12	-3.0247e-12	-1.7232e-12	-1.0035e-12	-5.9937e-13	-3.6708e-13	-2.3004e-13	-1.471e-13	-9.5682e-14	-6.3119e-14	-4.21e-14	-2.8305e-14	-1.9121e-14	-1.2932e-14	-8.7221e-15	-5.8355e-15	-3.8465e-15	-2.4725e-15	-1.5243e-15	-8.7309e-16	-4.3075e-16	-1.3613e-16	5.3513e-17	1.6825e-16	2.2941e-16	2.5221e-16	2.4761e-16	2.2352e-16	1.8575e-16	1.3861e-16	8.5415e-17	2.8835e-17	-2.8835e-17
-1.1535e-10	1.1535e-10	3.0784e-10	3.6115e-10	2.2247e-10	6.3145e-11	1.1206e-11	1.9114e-12	-4.1649e-13	-9.4016e-13	-8.8564e-13	-6.8505e-13	-4.8923e-13	-3.372e-13	-2.2906e-13	-1.55e-13	-1.0503e-13	-7.1433e-14	-4.8788e-14	-3.3442e-14	-2.2974e-14	-1.5785e-14	-1.0816e-14	-7.3649e-15	-4.9577e-15	-3.2754e-15	-2.0999e-15	-1.2813e-15	-7.1527e-16	-3.2917e-16	-7.1729e-17	9.3368e-17	1.9201e-16	2.4275e-16	2.5898e-16	2.5038e-16	2.2405e-16	1.8519e-16	1.3774e-16	8.4724e-17	2.8577e-17	-2.8577e-17
-1.5581e-10	1.5581e-10	4.8545e-10	8.2963e-10	6.7574e-10	1.7574e-10	7.272e-12	1.1601e-11	6.3534e-12	2.8781e-12	1.1805e-12	4.2949e-13	1.178e-13	-1.4607e-15	-3.9922e-14	-4.632e-14	-4.1326e-14	-3.3366e-14	-2.5626e-14	-1.9115e-14	-1.398e-14	-1.0067e-14	-7.1413e-15	-4.9822e-15	-3.403e-15	-2.2569e-15	-1.4318e-15	-8.4374e-16	-4.3042e-16	-1.4569e-16	4.442e-17	1.6493e-16	2.3428e-16	2.6607e-16	2.7035e-16	2.5455e-16	2.2423e-16	1.8356e-16	1.3571e-16	8.3181e-17	2.8011e-17	-2.8011e-17
-9.3682e-11	9.3682e-11	2.6669e-10	4.0322e-10	7.3021e-10	7.3835e-10	2.3835e-10	1.5678e-12	2.9808e-12	2.335e-12	1.451e-12	8.1261e-13	4.2852e-13	2.1577e-13	1.0332e-13	4.5866e-14	1.7519e-14	4.1956e-15	-1.5513e-15	-3.5902e-15	-3.9013e-15	-3.4798e-15	-2.8118e-15	-2.1233e-15	-1.5095e-15	-1.0014e-15	-6.0062e-16	-2.9598e-16	-7.2489e-17	8.4964e-17	1.8989e-16	2.5369e-16	2.8569e-16	2.9332e-16	2.8244e-16	2.5766e-16	2.2255e-16	1.7991e-16	1.3196e-16	8.0503e-17	2.705e-17	-2.705e-17
-3.9474e-11	3.9474e-11	1.1511e-10	2.0645e-10	4.3407e-10	8.0327e-10	7.3835e-10	2.3835e-10	4.48e-13	9.4266e-13	8.8341e-13	6.5398e-13	4.3325e-13	2.6992e-13	1.6197e-13	9.4747e-14	5.4343e-14	3.0614e-14	1.6922e-14	9.1492e-15	4.8189e-15	2.4652e-15	1.2315e-15	6.211e-16	3.4875e-16	2.5206e-16	2.4006e-16	2.6287e-16	2.9417e-16	3.209e-16	3.3737e-16	3.4187e-16	3.3467e-16	3.1703e-16	2.9049e-16	2.5668e-16	2.171e-16	1.7309e-16	1.2583e-16	7.635e-17	2.559e-17	-2.559e-17
-1.0313e-11	1.0313e-11	3.8755e-11	1.0494e-10	2.6778e-10	5.3224e-10	8.4096e-10	7.3835e-10	2.3835e-10	1.5053e-13	3.3922e-13	3.5633e-13	2.9615e-13	2.1947e-13	1.5239e-13	1.0168e-13	6.6154e-14	4.2352e-14	2.684e-14	1.6915e-14	1.0645e-14	6.7212e-15	4.2845e-15	2.7814e-15	1.8594e-15	1.2963e-15	9.5265e-16	7.4148e-16	6.0896e-16	5.2197e-16	4.6035e-16	4.12e-16	3.6983e-16	3.2981e-16	2.8976e-16	2.4864e-16	2.0606e-16	1.62e-16	1.1668e-16	7.0405e-17	2.3535e-17	-2.3535e-17
2.4446e-12	-2.4446e-12	4.2985e-12	5.0583e-11	1.679e-10	3.6057e-10	6.0214e-10	8.6564e-10	7.3835e-10	2.3835e-10	5.6236e-14	1.3332e-13	1.519e-13	1.3727e-13	1.1039e-13	8.2918e-14	5.9668e-14	4.1761e-14	2.8705e-14	1.9511e-14	1.3183e-14	8.8936e-15	6.0178e-15	4.1037e-15	2.8355e-15	1.9972e-15	1.4426e-15	1.0741e-15	8.2667e-16	6.5736e-16	5.3802e-16	4.5022e-16	3.8202e-16	3.2574e-16	2.7648e-16	2.3119e-16	1.8802e-16	1.4585e-16	1.041e-16	6.2456e-17	2.0821e-17	-2.0821e-17
7.1103e-12	-7.1103e-12	-1.006e-11	2.1158e-11	1.0604e-10	2.4883e-10	4.3714e-10	6.5368e-10	8.8344e-10	7.3835e-10	2.3835e-10	2.2549e-14	5.5647e-14	6.7478e-14	6.5017e-14	5.5675e-14	4.4418e-14	3.3855e-14	2.5025e-14	1.8119e-14	1.294e-14	9.1643e-15	6.4646e-15	4.5609e-15	3.2314e-15	2.3088e-15	1.6708e-15	1.2299e-15	9.2407e-16	7.1028e-16	5.586e-16	4.4848e-16	3.6592e-16	3.0141e-16	2.4857e-16	2.0314e-16	1.6233e-16	1.2431e-16	8.7929e-17	5.246e-17	1.7442e-17	-1.7442e-17
8.2897e-12	-8.2897e-12	-1.5362e-11	5.1269e-12	6.689e-11	1.7424e-10	3.2157e-10	4.9828e-10	6.9324e-10	8.9698e-10	7.3835e-10	2.3835e-10	9.439e-15	2.4099e-14	3.0747e-14	3.1195e-14	2.8085e-14	2.3503e-14	1.8741e-14	1.4453e-14	1.0887e-14	8.0663e-15	5.9098e-15	4.3001e-15	3.1192e-15	2.2639e-15	1.6501e-15	1.2123e-15	9.0079e-16	6.7903e-16	5.203e-16	4.0539e-16	3.2063e-16	2.5639e-16	2.0593e-16	1.6461e-16	1.2923e-16	9.7656e-17	6.8428e-17	4.0582e-17	1.3454e-17	-1.3454e-17
8.1346e-12	-8.1346e-12	-1.6793e-11	-3.7312e-12	4.1496e-11	1.2318e-10	2.3921e-10	3.8326e-10	5.4754e-10	7.2446e-10	9.076e-10	7.3835e-10	2.3835e-10	4.0125e-15	1.0571e-14	1.4103e-14	1.4947e-14	1.4026e-14	1.2201e-14	1.0084e-14	8.0363e-15	6.2371e-15	4.7465e-15	3.5602e-15	2.643e-15	1.9488e-15	1.432e-15	1.0521e-15	7.7537e-16	5.7503e-16	4.3039e-16	3.2577e-16	2.4953e-16	1.9315e-16	1.5047e-16	1.1708e-16	8.9907e-17	6.6781e-17	4.6218e-17	2.7193e-17	8.9801e-18	-8.9801e-18
7.5734e-12	-7.5734e-12	-1.6724e-11	-8.8111e-12	2.4472e-11	8.7253e-11	1.7927e-10	2.9696e-10	4.3501e-10	5.8768e-10	7.4959e-10	9.1611e-10	7.3835e-10	2.3835e-10	1.6692e-15	4.5467e-15	6.3378e-15	6.9899e-15	6.7967e-15	6.103e-15	5.1872e-15	4.2356e-15	3.355e-15	2.5952e-15	1.9699e-15	1.4728e-15	1.0879e-15	7.9601e-16	5.7851e-16	4.1871e-16	3.0266e-16	2.1913e-16	1.5932e-16	1.1653e-16	8.5722e-17	6.3198e-17	4.6285e-17	3.3079e-17	2.2245e-17	1.2844e-17	4.2022e-18	-4.2022e-18
6.9861e-12	-6.9861e-12	-1.6229e-11	-1.1983e-11	1.2517e-11	6.112e-11	1.3457e-10	2.3103e-10	3.4704e-10	4.7837e-10	6.2069e-10	7.7006e-10	9.2302e-10	7.3835e-10	2.3835e-10	6.3294e-16	1.8051e-15	2.6541e-15	3.0521e-15	3.0675e-15	2.8272e-15	2.4511e-15	2.0289e-15	1.6187e-15	1.252e-15	9.4234e-16	6.9154e-16	4.9511e-16	3.4557e-16	2.3463e-16	1.5432e-16	9.7639e-17	5.8717e-17	3.2833e-17	1.6304e-17	6.3283e-18	8.3136e-19	-1.6928e-18	-2.3152e-18	-1.7906e-18	-6.5974e-19	6.5974e-19
6.5192e-12	-6.5192e-12	-1.5795e-11	-1.4291e-11	3.5801e-12	4.1339e-11	1.0025e-10	1.7958e-10	2.7715e-10	3.8996e-10	5.1466e-10	6.4796e-10	7.8683e-10	9.2866e-10	7.3835e-10	2.3835e-10	1.738e-16	5.5427e-16	9.0444e-16	1.1076e-15	1.1564e-15	1.088e-15	9.484e-16	7.7735e-16	6.0317e-16	4.4326e-16	3.0644e-16	1.9564e-16	1.1007e-16	4.701e-17	2.8896e-18	-2.598e-17	-4.3006e-17	-5.1133e-17	-5.2775e-17	-4.9836e-17	-4.3766e-17	-3.5631e-17	-2.6192e-17	-1.5981e-17	-5.368e-18	5.368e-18
6.2229e-12	-6.2229e-12	-1.5639e-11	-1.633e-11	-3.631e-12	2.5635e-11	7.2977e-11	1.3836e-10	2.2051e-10	3.1736e-10	4.2639e-10	5.4494e-10	6.7045e-10	8.0059e-10	9.3327e-10	7.3835e-10	2.3835e-10	-2.3465e-17	-2.2015e-18	9.1102e-17	1.6766e-16	1.9951e-16	1.8854e-16	1.4782e-16	9.191e-17	3.2695e-17	-2.1763e-17	-6.6915e-17	-1.009e-16	-1.2369e-16	-1.3629e-16	-1.4025e-16	-1.3727e-16	-1.2897e-16	-1.1674e-16	-1.0175e-16	-8.491e-17	-6.6887e-17	-4.8151e-17	-2.9018e-17	-9.6919e-18	9.6919e-18
6.1089e-12	-6.1089e-12	-1.5854e-11	-1.8445e-11	-9.9464e-12	1.2486e-11	5.0451e-11	1.0434e-10	1.7352e-10	2.5662e-10	3.5179e-10	4.5696e-10	5.7e-10	6.889e-10	8.1178e-10	9.37e-10	7.3835e-10	2.3835e-10	-1.003e-16	-2.3085e-16	-2.6356e-16	-2.6159e-16	-2.5425e-16	-2.5173e-16	-2.5491e-16	-2.6112e-16	-2.671e-16	-2.7024e-16	-2.69e-16	-2.6278e-16	-2.5167e-16	-2.3621e-16	-2.1718e-16	-1.9538e-16	-1.7156e-16	-1.4639e-16	-1.2036e-16	-9.3857e-17	-6.7116e-17	-4.0285e-17	-1.3429e-17	1.3429e-17
6.1744e-12	-6.1744e-12	-1.6478e-11	-2.0839e-11	-1.5907e-11	8.584e-13	3.1052e-11	7.5325e-11	1.3349e-10	2.0469e-10	2.8763e-10	3.807e-10	4.8221e-10	5.9045e-10	7.038e-10	8.2076e-10	9.3998e-10	7.3835e-10	2.3835e-10	-1.2202e-16	-3.0505e-16	-3.9364e-16	-4.3152e-16	-4.4347e-16	-4.4233e-16	-4.3412e-16	-4.2132e-16	-4.0482e-16	-3.8496e-16	-3.6197e-16	-3.3619e-16	-3.0804e-16	-2.7803e-16	-2.4664e-16	-2.1435e-16	-1.8152e-16	-1.4844e-16	-1.1532e-16	-8.2262e-17	-4.9302e-17	-1.6424e-17	1.6424e-17
6.4114e-12	-6.4114e-12	-1.7521e-11	-2.3632e-11	-2.1868e-11	-9.9604e-12	1.3636e-11	4.9721e-11	9.8406e-11	1.5923e-10	2.3131e-10	3.1346e-10	4.0435e-10	5.0256e-10	6.0672e-10	7.1553e-10	8.2775e-10	9.4228e-10	7.3835e-10	2.3835e-10	-1.1933e-16	-3.0826e-16	-4.1577e-16	-4.718e-16	-4.9565e-16	-4.9926e-16	-4.8985e-16	-4.7172e-16	-4.4753e-16	-4.1897e-16	-3.8722e-16	-3.5317e-16	-3.1751e-16	-2.8079e-16	-2.4345e-16	-2.0582e-16	-1.6813e-16	-1.3052e-16	-9.3069e-17	-5.5767e-17	-1.8576e-17	1.8576e-17
