0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.5663e-10	-1.5663e-10	-6.4885e-11	8.2125e-11	1.2179e-10	3.6255e-11	-3.6021e-13	-6.4349e-12	-4.9947e-12	-3.0044e-12	-1.6785e-12	-9.2453e-13	-5.1498e-13	-2.9324e-13	-1.7133e-13	-1.0275e-13	-6.3145e-14	-3.9684e-14	-2.5441e-14	-1.6598e-14	-1.0993e-14	-7.3751e-15	-5.001e-15	-3.4199e-15	-2.3531e-15	-1.625e-15	-1.1229e-15	-7.7362e-16	-5.2874e-16	-3.5593e-16	-2.3332e-16	-1.4596e-16	-8.3512e-17	-3.8806e-17	-6.8105e-18	1.6015e-17	3.2165e-17	4.3387e-17	5.0893e-17	5.5489e-17	5.767e-17	5.767e-17
-3.8732e-10	-3.8732e-10	-2.1919e-10	1.298e-10	3.5148e-10	1.2523e-10	1.4544e-11	-2.7498e-12	-4.024e-12	-2.9278e-12	-1.8641e-12	-1.14e-12	-6.9113e-13	-4.2115e-13	-2.5969e-13	-1.6251e-13	-1.0331e-13	-6.6708e-14	-4.3707e-14	-2.9023e-14	-1.9504e-14	-1.3243e-14	-9.0699e-15	-6.2542e-15	-4.3332e-15	-3.0095e-15	-2.0893e-15	-1.4446e-15	-9.8978e-16	-6.6709e-16	-4.3705e-16	-2.7243e-16	-1.5432e-16	-6.9484e-17	-8.5825e-18	3.498e-17	6.5873e-17	8.7384e-17	1.0179e-16	1.1063e-16	1.1482e-16	1.1482e-16
-6.9895e-10	-6.9895e-10	-5.6682e-10	-2.1094e-10	1e-09	4.7671e-10	0	3.1356e-12	5.8645e-13	-5.8776e-13	-8.0885e-13	-6.9335e-13	-5.1441e-13	-3.5936e-13	-2.4457e-13	-1.6484e-13	-1.1098e-13	-7.4967e-14	-5.0928e-14	-3.4824e-14	-2.3972e-14	-1.6603e-14	-1.156e-14	-8.0818e-15	-5.6639e-15	-3.9711e-15	-2.7779e-15	-1.932e-15	-1.329e-15	-8.973e-16	-5.8705e-16	-3.6345e-16	-2.0201e-16	-8.5379e-17	-1.2348e-18	5.9223e-17	1.0227e-16	1.3234e-16	1.5254e-16	1.6495e-16	1.7085e-16	1.7085e-16
-8.8631e-10	-8.8631e-10	-7.2547e-10	-3.2534e-10	4.6041e-10	1e-09	4.7671e-10	0	8.96e-13	3.9438e-13	-2.3034e-14	-2.0234e-13	-2.3723e-13	-2.1104e-13	-1.6797e-13	-1.2654e-13	-9.2587e-14	-6.6709e-14	-4.7692e-14	-3.3982e-14	-2.4192e-14	-1.7226e-14	-1.2273e-14	-8.7459e-15	-6.2275e-15	-4.4236e-15	-3.1271e-15	-2.1921e-15	-1.5159e-15	-1.0254e-15	-6.6883e-16	-4.0927e-16	-2.2017e-16	-8.2468e-17	1.76e-17	8.9958e-17	1.4176e-16	1.7812e-16	2.0264e-16	2.1775e-16	2.2495e-16	2.2495e-16
-9.6526e-10	-9.6526e-10	-7.978e-10	-4.3567e-10	1.1549e-10	6.0653e-10	1e-09	4.7671e-10	0	3.0107e-13	1.8878e-13	4.4698e-14	-4.2823e-14	-7.8788e-14	-8.431e-14	-7.5756e-14	-6.2558e-14	-4.9279e-14	-3.7737e-14	-2.8393e-14	-2.112e-14	-1.559e-14	-1.1442e-14	-8.3565e-15	-6.0723e-15	-4.3855e-15	-3.1412e-15	-2.2236e-15	-1.5469e-15	-1.0477e-15	-6.7941e-16	-4.0768e-16	-2.0738e-16	-5.9966e-17	4.8166e-17	1.2701e-16	1.8387e-16	2.2404e-16	2.5126e-16	2.6809e-16	2.7613e-16	2.7613e-16
-9.8589e-10	-9.8589e-10	-8.3406e-10	-5.3178e-10	-1.1408e-10	3.0717e-10	6.8192e-10	1e-09	4.7671e-10	0	1.1247e-13	8.6794e-14	3.5445e-14	-3.7122e-15	-2.521e-14	-3.3438e-14	-3.3831e-14	-3.0402e-14	-2.5591e-14	-2.0689e-14	-1.6284e-14	-1.2578e-14	-9.5799e-15	-7.2122e-15	-5.3726e-15	-3.9589e-15	-2.8804e-15	-2.0621e-15	-1.4435e-15	-9.7723e-16	-6.2668e-16	-3.6373e-16	-1.67e-16	-2.0295e-17	8.8594e-17	1.6882e-16	2.2722e-16	2.6879e-16	2.9714e-16	3.1476e-16	3.232e-16	3.232e-16
-9.81e-10	-9.81e-10	-8.5244e-10	-6.0597e-10	-2.7452e-10	8.2283e-11	4.2367e-10	7.3127e-10	1e-09	4.7671e-10	0	4.5097e-14	3.9977e-14	2.1031e-14	3.7983e-15	-7.5019e-15	-1.3268e-14	-1.515e-14	-1.4732e-14	-1.316e-14	-1.1156e-14	-9.1285e-15	-7.2783e-15	-5.6854e-15	-4.3631e-15	-3.2918e-15	-2.4384e-15	-1.767e-15	-1.2436e-15	-8.3848e-16	-5.2673e-16	-2.8807e-16	-1.0626e-16	3.1532e-17	1.3528e-16	2.1271e-16	2.6969e-16	3.1065e-16	3.388e-16	3.5639e-16	3.6484e-16	3.6484e-16
-9.6678e-10	-9.6678e-10	-8.6076e-10	-6.6008e-10	-3.9018e-10	-8.7639e-11	2.1698e-10	5.0487e-10	7.6689e-10	1e-09	4.7671e-10	0	1.8878e-14	1.8467e-14	1.1284e-14	3.6971e-15	-1.9537e-15	-5.3369e-15	-6.8865e-15	-7.193e-15	-6.7647e-15	-5.9681e-15	-5.0394e-15	-4.1169e-15	-3.2726e-15	-2.5371e-15	-1.9172e-15	-1.4064e-15	-9.9267e-16	-6.6184e-16	-4.0001e-16	-1.9457e-16	-3.4633e-17	8.8927e-17	1.8357e-16	2.5528e-16	3.0875e-16	3.4762e-16	3.7458e-16	3.9154e-16	3.9972e-16	3.9972e-16
-9.502e-10	-9.502e-10	-8.6319e-10	-6.9863e-10	-4.7516e-10	-2.1736e-10	5.204e-11	3.1639e-10	5.6545e-10	7.9396e-10	1e-09	4.7671e-10	0	8.0251e-15	8.4305e-15	5.654e-15	2.3093e-15	-4.3642e-16	-2.2618e-15	-3.2415e-15	-3.5844e-15	-3.5075e-15	-3.1871e-15	-2.7497e-15	-2.278e-15	-1.8212e-15	-1.4055e-15	-1.0423e-15	-7.338e-16	-4.772e-16	-2.6719e-16	-9.7565e-17	3.7885e-17	1.449e-16	2.2851e-16	2.9298e-16	3.418e-16	3.7773e-16	4.0292e-16	4.1889e-16	4.2663e-16	4.2663e-16
-9.3393e-10	-9.3393e-10	-8.6215e-10	-7.258e-10	-5.3845e-10	-3.1745e-10	-7.9911e-11	1.6022e-10	3.9307e-10	6.1248e-10	8.152e-10	1e-09	4.7671e-10	0	3.3384e-15	3.6824e-15	2.5919e-15	1.1242e-15	-1.7236e-16	-1.0963e-15	-1.6352e-15	-1.8581e-15	-1.8552e-15	-1.709e-15	-1.4842e-15	-1.2267e-15	-9.6646e-16	-7.2149e-16	-5.0115e-16	-3.0919e-16	-1.4591e-16	-9.605e-18	1.024e-16	1.9315e-16	2.6563e-16	3.2262e-16	3.6651e-16	3.9928e-16	4.2251e-16	4.3736e-16	4.4459e-16	4.4459e-16
